project_code,reporting_month,reporting_year,original_cost,revised_cost,expenditure,physical_progress,month_num,current_revised_cost,current_cost_escalation_amount,current_cost_escalation_percent,cumulative_expenditure,expenditure_ratio,project_age_days,planned_duration_days,schedule_slip_days,previous_expenditure,previous_revised_cost,previous_physical_progress,expenditure_delta,cost_revision_delta,physical_progress_delta,schedule_change_delta_days,time_delta_months,expenditure_velocity,cost_revision_velocity,physical_progress_velocity,schedule_slip_velocity,remaining_physical_progress,remaining_duration_days,cost_to_progress_ratio,expenditure_to_progress_ratio,previous_progress_velocity,progress_velocity_deceleration,time_target
74.645 of NH-54 in the State of Rajasthan on EPC mode.,June,2026,334.64,334.64,0.0,70.0,6,334.64,0.0,0.0,0.0,0.0,608.0,730.0,0.0,0.0,334.64,68.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,30.0,122.0,0.0,0.0,0.0,-2.0,0.0
753F Aurangabad-Jalgaon road on EPC Mode in the State of Maharashtra,April,2026,153.79,153.79,0.0,98.0,4,153.79,0.0,0.0,0.0,0.0,821.0,547.0,-122.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-396.0,0.0,0.0,0.0,0.0,0.0
78.150] on EPC Mode in the state of Uttar Pradesh.,April,2026,1493.65,1311.44,705.07,95.5,4,1311.44,-182.21000000000004,-0.12198975663642755,705.07,0.5376303910205575,913.0,731.0,304.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,122.0,0.5629637602309503,7.382931937172775,0.0,0.0,0.0
78.150] on EPC Mode in the state of Uttar Pradesh.,May,2026,1493.65,1311.44,727.02,96.29,5,1311.44,-182.21000000000004,-0.12198975663642755,727.02,0.554367717928384,943.0,731.0,273.0,705.07,1311.44,95.5,21.949999999999932,0.0,0.7900000000000063,-31.0,1.0,21.949999999999932,0.0,0.7900000000000063,-31.0,3.7099999999999937,61.0,0.5757271969346599,7.550316751479904,0.0,-0.7900000000000063,0.0
78.150] on EPC Mode in the state of Uttar Pradesh.,June,2026,1493.65,1311.44,757.69,96.29,6,1311.44,-182.21000000000004,-0.12198975663642755,757.69,0.5777542243640579,974.0,731.0,273.0,727.02,1311.44,96.29,30.670000000000073,0.0,0.0,0.0,1.0,30.670000000000073,0.0,0.0,0.0,3.7099999999999937,30.0,0.6000147724208722,7.868833731436286,0.7900000000000063,0.7900000000000063,1.0
79.085 Km of NH-27& Permanent rectification of 5 nos. of black spots of project,April,2026,227.25,321.23,224.1,80.46,4,321.23,93.98000000000002,0.4135533553355336,224.1,0.6976309809170999,852.0,731.0,212.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.540000000000006,91.0,0.8670531704164801,2.7852348993288594,0.0,0.0,1.0
79.085 Km of NH-27& Permanent rectification of 5 nos. of black spots of project,May,2026,227.25,321.23,224.56,80.95,5,321.23,93.98000000000002,0.4135533553355336,224.56,0.6990629766833732,882.0,731.0,304.0,224.1,321.23,80.46,0.46000000000000796,0.0,0.4900000000000091,92.0,1.0,0.46000000000000796,0.0,0.4900000000000091,92.0,19.049999999999997,153.0,0.863573782190702,2.774058060531192,0.0,-0.4900000000000091,0.0
79.085 Km of NH-27& Permanent rectification of 5 nos. of black spots of project,June,2026,227.25,321.23,233.7,83.0,6,321.23,93.98000000000002,0.4135533553355336,233.7,0.7275161099523705,913.0,731.0,304.0,224.56,321.23,80.95,9.139999999999986,0.0,2.049999999999997,0.0,1.0,9.139999999999986,0.0,2.049999999999997,0.0,17.0,122.0,0.8765254336775549,2.8156626506024094,0.4900000000000091,-1.559999999999988,1.0
8,May,2026,1728.17,1728.17,0.0,0.0,5,1728.17,0.0,0.0,0.0,0.0,0.0,731.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,731.0,0.0,0.0,0.0,0.0,0.0
8,June,2026,1728.17,1728.17,114.23,3.94,6,1728.17,0.0,0.0,114.23,0.06609882129651597,31.0,731.0,0.0,0.0,1728.17,0.0,114.23,0.0,3.94,0.0,1.0,114.23,0.0,3.94,0.0,96.06,700.0,1.6776350582872073,28.992385786802032,0.0,-3.94,0.0
82/120 Shikrapur to Nhavara Section to 2LPS/4L Configuration on EPC Mode in the,April,2026,396.17,396.17,85.57,70.8,4,396.17,0.0,0.0,85.57,0.2159931342605447,455.0,546.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.200000000000003,91.0,0.3050750483905999,1.2086158192090395,0.0,0.0,0.0
82/120 Shikrapur to Nhavara Section to 2LPS/4L Configuration on EPC Mode in the,May,2026,396.17,396.17,85.57,73.05,5,396.17,0.0,0.0,85.57,0.2159931342605447,485.0,546.0,0.0,85.57,396.17,70.8,0.0,0.0,2.25,0.0,1.0,0.0,0.0,2.25,0.0,26.950000000000003,61.0,0.295678486325181,1.1713894592744696,0.0,-2.25,1.0
82/120 Shikrapur to Nhavara Section to 2LPS/4L Configuration on EPC Mode in the,June,2026,396.17,396.17,95.2,76.2,6,396.17,0.0,0.0,95.2,0.24030088093495217,516.0,546.0,62.0,85.57,396.17,73.05,9.63000000000001,0.0,3.1500000000000057,62.0,1.0,9.63000000000001,0.0,3.1500000000000057,62.0,23.799999999999997,92.0,0.3153554867912758,1.2493438320209973,2.25,-0.9000000000000057,0.0
82665 of 14.835 Km design length on Chenani-Sudhmahadev-Goha Khellani-,April,2026,512.43,512.43,155.69,53.49,4,512.43,0.0,0.0,155.69,0.3038268641570556,1704.0,549.0,1338.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.51,183.0,0.5680068501720987,2.9106375023368853,0.0,0.0,0.0
82665 of 14.835 Km design length on Chenani-Sudhmahadev-Goha Khellani-,May,2026,512.43,512.43,155.69,53.49,5,512.43,0.0,0.0,155.69,0.3038268641570556,1734.0,549.0,1338.0,155.69,512.43,53.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.51,153.0,0.5680068501720987,2.9106375023368853,0.0,0.0,0.0
82665 of 14.835 Km design length on Chenani-Sudhmahadev-Goha Khellani-,June,2026,512.43,512.43,164.66,53.49,6,512.43,0.0,0.0,164.66,0.3213316940850458,1765.0,549.0,1338.0,155.69,512.43,53.49,8.969999999999999,0.0,0.0,0.0,1.0,8.969999999999999,0.0,0.0,0.0,46.51,122.0,0.6007322753506183,3.0783323985791733,0.0,0.0,0.0
86300 to km 125589 in the state of Maharashtra on EPC mode. Design length 39.289,April,2026,349.57,349.57,0.0,41.13,4,349.57,0.0,0.0,0.0,0.0,335.0,549.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.87,214.0,0.0,0.0,0.0,0.0,0.0
86300 to km 125589 in the state of Maharashtra on EPC mode. Design length 39.289,May,2026,349.57,349.57,0.0,49.75,5,349.57,0.0,0.0,0.0,0.0,365.0,549.0,0.0,0.0,349.57,41.13,0.0,0.0,8.619999999999997,0.0,1.0,0.0,0.0,8.619999999999997,0.0,50.25,184.0,0.0,0.0,0.0,-8.619999999999997,0.0
86300 to km 125589 in the state of Maharashtra on EPC mode. Design length 39.289,June,2026,349.57,349.57,0.0,54.04,6,349.57,0.0,0.0,0.0,0.0,396.0,549.0,0.0,0.0,349.57,49.75,0.0,0.0,4.289999999999999,0.0,1.0,0.0,0.0,4.289999999999999,0.0,45.96,153.0,0.0,0.0,8.619999999999997,4.329999999999998,0.0
87.700 Chandkhira to Km. 106.500 Churaibari section Assam-Tripura border in the,April,2026,870.0,870.0,0.0,31.83,4,870.0,0.0,0.0,0.0,0.0,396.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.17,334.0,0.0,0.0,0.0,0.0,0.0
87.700 Chandkhira to Km. 106.500 Churaibari section Assam-Tripura border in the,May,2026,870.0,870.0,0.0,31.83,5,870.0,0.0,0.0,0.0,0.0,426.0,730.0,0.0,0.0,870.0,31.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.17,304.0,0.0,0.0,0.0,0.0,0.0
87.700 Chandkhira to Km. 106.500 Churaibari section Assam-Tripura border in the,June,2026,870.0,870.0,0.0,40.99,6,870.0,0.0,0.0,0.0,0.0,457.0,730.0,0.0,0.0,870.0,31.83,0.0,0.0,9.160000000000004,0.0,1.0,0.0,0.0,9.160000000000004,0.0,59.01,273.0,0.0,0.0,0.0,-9.160000000000004,0.0
88 Pkg-IV,April,2026,1146.19,1358.62,293.43,91.35,4,1358.62,212.42999999999984,0.18533576457655349,293.43,0.21597650557183026,1096.0,731.0,426.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.650000000000006,61.0,0.23642748283725262,3.2121510673234814,0.0,0.0,1.0
88 Pkg-IV,May,2026,1146.19,1358.62,293.56,93.05,5,1358.62,212.42999999999984,0.18533576457655349,293.56,0.21607219089958932,1126.0,731.0,456.0,293.43,1358.62,91.35,0.12999999999999545,0.0,1.7000000000000028,30.0,1.0,0.12999999999999545,0.0,1.7000000000000028,30.0,6.950000000000003,61.0,0.23221084459923624,3.154862976894143,0.0,-1.7000000000000028,1.0
88 Pkg-IV,June,2026,1146.19,1358.62,987.23,95.72,6,1358.62,212.42999999999984,0.18533576457655349,987.23,0.7266417394120506,1157.0,731.0,487.0,293.56,1358.62,93.05,693.6700000000001,0.0,2.6700000000000017,31.0,1.0,693.6700000000001,0.0,2.6700000000000017,31.0,4.280000000000001,61.0,0.7591326153489872,10.313727538654408,1.7000000000000028,-0.9699999999999989,1.0
900874,April,2026,588.18,588.18,2.38,0.1,4,588.18,0.0,0.0,2.38,0.004046380359753817,1127.0,1827.0,671.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.9,1371.0,4.046380359753816,23.799999999999997,0.0,0.0,0.0
900874,May,2026,588.18,588.18,2.38,0.1,5,588.18,0.0,0.0,2.38,0.004046380359753817,1157.0,1827.0,671.0,2.38,588.18,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.9,1341.0,4.046380359753816,23.799999999999997,0.0,0.0,0.0
900874,June,2026,588.18,588.18,2.38,0.1,6,588.18,0.0,0.0,2.38,0.004046380359753817,1188.0,1827.0,671.0,2.38,588.18,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.9,1310.0,4.046380359753816,23.799999999999997,0.0,0.0,0.0
A,April,2026,698.45,698.45,556.91,64.78,4,698.45,0.0,0.0,556.91,0.7973512778294795,1765.0,548.0,1278.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.22,61.0,1.2308602621634446,8.59694350108058,0.0,0.0,0.0
A,May,2026,698.45,698.45,557.98,64.78,5,698.45,0.0,0.0,557.98,0.79888324146324,1795.0,548.0,1278.0,556.91,698.45,64.78,1.07000000000005,0.0,0.0,0.0,1.0,1.07000000000005,0.0,0.0,0.0,35.22,31.0,1.233225133472121,8.61346094473603,0.0,0.0,1.0
A,June,2026,698.45,698.45,552.89,64.78,6,698.45,0.0,0.0,552.89,0.7915956761400242,1826.0,548.0,1431.0,557.98,698.45,64.78,-5.090000000000032,0.0,0.0,153.0,1.0,-5.090000000000032,0.0,0.0,153.0,35.22,153.0,1.221975418555147,8.534887310898425,0.0,0.0,0.0
Airport Authority of India [AAI],April,2026,265.91,265.91,129.07,65.0,4,265.91,0.0,0.0,129.07,0.48538979353916734,821.0,731.0,181.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,91.0,0.7467535285217959,1.9856923076923076,0.0,0.0,0.0
Airport Authority of India [AAI],May,2026,265.91,265.91,142.62,70.0,5,265.91,0.0,0.0,142.62,0.5363468842841562,851.0,731.0,181.0,129.07,265.91,65.0,13.550000000000011,0.0,5.0,0.0,1.0,13.550000000000011,0.0,5.0,0.0,30.0,61.0,0.7662098346916518,2.0374285714285714,0.0,-5.0,0.0
Airport Authority of India [AAI],June,2026,265.91,265.91,153.62,75.0,6,265.91,0.0,0.0,153.62,0.5777142642247377,882.0,731.0,181.0,142.62,265.91,70.0,11.0,0.0,5.0,0.0,1.0,11.0,0.0,5.0,0.0,25.0,30.0,0.7702856856329836,2.0482666666666667,5.0,0.0,1.0
Airport.,April,2026,611.8,611.8,523.14,87.2,4,611.8,0.0,0.0,523.14,0.8550833605753515,2038.0,730.0,1491.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.799999999999997,183.0,0.9806001841460453,5.999311926605504,0.0,0.0,0.0
Airport.,May,2026,611.8,611.8,523.14,87.2,5,611.8,0.0,0.0,523.14,0.8550833605753515,2068.0,730.0,1491.0,523.14,611.8,87.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.799999999999997,153.0,0.9806001841460453,5.999311926605504,0.0,0.0,0.0
Airport.,June,2026,611.8,611.8,527.74,88.25,6,611.8,0.0,0.0,527.74,0.8626021575678327,2099.0,730.0,1491.0,523.14,611.8,87.2,4.600000000000023,0.0,1.0499999999999972,0.0,1.0,4.600000000000023,0.0,1.0499999999999972,0.0,11.75,122.0,0.9774528697652495,5.9800566572237965,0.0,-1.0499999999999972,1.0
Akhnoor-Poonch road NH-144A in the UT of Jammu & Kashmir under Project,April,2026,395.25,395.25,144.04,89.05,4,395.25,0.0,0.0,144.04,0.3644275774826059,1370.0,731.0,700.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.950000000000003,61.0,0.40923927847569447,1.6175182481751824,0.0,0.0,1.0
Akhnoor-Poonch road NH-144A in the UT of Jammu & Kashmir under Project,May,2026,395.25,395.25,144.04,89.16,5,395.25,0.0,0.0,144.04,0.3644275774826059,1400.0,731.0,761.0,144.04,395.25,89.05,0.0,0.0,0.10999999999999943,61.0,1.0,0.0,0.0,0.10999999999999943,61.0,10.840000000000003,92.0,0.408734384794309,1.6155226558995064,0.0,-0.10999999999999943,1.0
Akhnoor-Poonch road NH-144A in the UT of Jammu & Kashmir under Project,June,2026,395.25,395.25,156.58,89.2,6,395.25,0.0,0.0,156.58,0.3961543327008223,1431.0,731.0,883.0,144.04,395.25,89.16,12.54000000000002,0.0,0.04000000000000625,122.0,1.0,12.54000000000002,0.0,0.04000000000000625,122.0,10.799999999999997,183.0,0.4441192070637021,1.7553811659192826,0.10999999999999943,0.06999999999999318,0.0
Akhnoor-Poonch road NH-144A under Project Sampark BRO in the UT of Jammu &,April,2026,152.93,152.93,75.64,88.94,4,152.93,0.0,0.0,75.64,0.49460537500817364,1673.0,730.0,973.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.060000000000002,30.0,0.5561112828965299,0.8504609849336632,0.0,0.0,1.0
Akhnoor-Poonch road NH-144A under Project Sampark BRO in the UT of Jammu &,May,2026,152.93,152.93,75.64,89.51,5,152.93,0.0,0.0,75.64,0.49460537500817364,1703.0,730.0,1126.0,75.64,152.93,88.94,0.0,0.0,0.5700000000000074,153.0,1.0,0.0,0.0,0.5700000000000074,153.0,10.489999999999995,153.0,0.552569964258936,0.8450452463411909,0.0,-0.5700000000000074,1.0
Akhnoor-Poonch road NH-144A under Project Sampark BRO in the UT of Jammu &,June,2026,152.93,152.93,77.62,90.06,6,152.93,0.0,0.0,77.62,0.5075524749885568,1734.0,730.0,1187.0,75.64,152.93,89.51,1.980000000000004,0.0,0.5499999999999972,61.0,1.0,1.980000000000004,0.0,0.5499999999999972,61.0,9.939999999999998,183.0,0.5635714801116554,0.8618698645347547,0.5700000000000074,0.020000000000010232,0.0
Alewa village Km 60800 to Km 91400,April,2026,1606.27,1813.91,631.62,79.08,4,1813.91,207.6400000000001,0.1292684293425141,631.62,0.348209117321146,1582.0,730.0,152.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.92,-700.0,0.44032513571212195,7.987101669195751,0.0,0.0,0.0
Amarpur-Harina-Sabroom section of NH 208 in the state of Tripura on EPC under,April,2026,431.78,431.78,0.0,58.12,4,431.78,0.0,0.0,0.0,0.0,639.0,730.0,153.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.88,244.0,0.0,0.0,0.0,0.0,0.0
Amarpur-Harina-Sabroom section of NH 208 in the state of Tripura on EPC under,May,2026,431.78,431.78,0.0,58.12,5,431.78,0.0,0.0,0.0,0.0,669.0,730.0,153.0,0.0,431.78,58.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.88,214.0,0.0,0.0,0.0,0.0,1.0
Amarpur-Harina-Sabroom section of NH 208 in the state of Tripura on EPC under,June,2026,431.78,431.78,0.0,63.15,6,431.78,0.0,0.0,0.0,0.0,700.0,730.0,274.0,0.0,431.78,58.12,0.0,0.0,5.030000000000001,121.0,1.0,0.0,0.0,5.030000000000001,121.0,36.85,304.0,0.0,0.0,0.0,-5.030000000000001,0.0
Andhra Pradesh on EPC Mode under NHO.,April,2026,257.98,192.85,46.41,34.5,4,192.85,-65.13000000000002,-0.25246143111869146,46.41,0.24065335753176043,396.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.5,334.0,0.6975459638601752,1.3452173913043477,0.0,0.0,1.0
Andhra Pradesh on EPC Mode under NHO.,May,2026,257.98,192.85,46.52,34.6,5,192.85,-65.13000000000002,-0.25246143111869146,46.52,0.2412237490277418,426.0,730.0,153.0,46.41,192.85,34.5,0.11000000000000654,0.0,0.10000000000000142,153.0,1.0,0.11000000000000654,0.0,0.10000000000000142,153.0,65.4,457.0,0.6971784653980976,1.3445086705202312,0.0,-0.10000000000000142,0.0
Andhra Pradesh on EPC Mode under NHO.,June,2026,257.98,192.85,55.83,35.63,6,192.85,-65.13000000000002,-0.25246143111869146,55.83,0.2894996110967073,457.0,730.0,153.0,46.52,192.85,34.6,9.309999999999995,0.0,1.0300000000000011,0.0,1.0,9.309999999999995,0.0,1.0300000000000011,0.0,64.37,426.0,0.8125164498925268,1.5669379736177378,0.10000000000000142,-0.9299999999999997,0.0
Andhra Pradesh under NHDP-IV,April,2026,263.45,263.45,151.56,98.4,4,263.45,0.0,0.0,151.56,0.5752894287341052,3134.0,730.0,2192.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5999999999999943,-212.0,0.5846437283883182,1.5402439024390244,0.0,0.0,0.0
"Andhrapradesh under NHDP-IV through Engineering, Procurement& Construction",April,2026,445.22,459.37,0.0,98.6,4,459.37,14.149999999999977,0.03178204033960733,0.0,0.0,3499.0,730.0,2495.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4000000000000057,-274.0,0.0,0.0,0.0,0.0,0.0
"Andhrapradesh under NHDP-IV through Engineering, Procurement& Construction",May,2026,445.22,459.37,0.0,98.6,5,459.37,14.149999999999977,0.03178204033960733,0.0,0.0,3529.0,730.0,2495.0,0.0,459.37,98.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4000000000000057,-304.0,0.0,0.0,0.0,0.0,0.0
"Andhrapradesh under NHDP-IV through Engineering, Procurement& Construction",June,2026,445.22,459.37,0.0,98.6,6,459.37,14.149999999999977,0.03178204033960733,0.0,0.0,3560.0,730.0,2495.0,0.0,459.37,98.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4000000000000057,-335.0,0.0,0.0,0.0,0.0,0.0
Annual Plan 2016-17 in the state of Kerala,April,2026,294.28,315.63,0.0,98.0,4,315.63,21.350000000000023,0.07254995242626079,0.0,0.0,3165.0,730.0,2435.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Annual Plan 2016-17 in the state of Kerala,May,2026,294.28,315.63,0.0,98.0,5,315.63,21.350000000000023,0.07254995242626079,0.0,0.0,3195.0,730.0,2496.0,0.0,315.63,98.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,61.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0
Annual Plan 2016-17 in the state of Kerala,June,2026,294.28,315.63,0.0,98.0,6,315.63,21.350000000000023,0.07254995242626079,0.0,0.0,3226.0,730.0,2496.0,0.0,315.63,98.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual plan 2022-23,April,2026,499.88,499.88,187.35,63.44,4,499.88,0.0,0.0,187.35,0.3747899495879011,639.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.56,91.0,0.5907786090603737,2.953184110970996,0.0,0.0,0.0
Annual plan 2022-23,May,2026,499.88,499.88,187.35,64.11,5,499.88,0.0,0.0,187.35,0.3747899495879011,669.0,730.0,0.0,187.35,499.88,63.44,0.0,0.0,0.6700000000000017,0.0,1.0,0.0,0.0,0.6700000000000017,0.0,35.89,61.0,0.5846045072342865,2.9223210107627513,0.0,-0.6700000000000017,0.0
Annual plan 2022-23,June,2026,499.88,499.88,197.25,66.68,6,499.88,0.0,0.0,197.25,0.3945947027286549,700.0,730.0,0.0,187.35,499.88,64.11,9.900000000000006,0.0,2.5700000000000074,0.0,1.0,9.900000000000006,0.0,2.5700000000000074,0.0,33.31999999999999,30.0,0.5917736993531116,2.9581583683263344,0.6700000000000017,-1.9000000000000057,1.0
Annuity Mode,April,2026,531.61,444.92,18.86,15.51,4,444.92,-86.69,-0.16307067210925302,18.86,0.042389643081902365,243.0,914.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.49,671.0,0.27330524230755876,1.2159896840747904,0.0,0.0,0.0
Annuity Mode,May,2026,531.61,444.92,36.75,17.62,5,444.92,-86.69,-0.16307067210925302,36.75,0.08259911894273128,273.0,914.0,0.0,18.86,444.92,15.51,17.89,0.0,2.110000000000001,0.0,1.0,17.89,0.0,2.110000000000001,0.0,82.38,641.0,0.4687804707305974,2.0856980703745744,0.0,-2.110000000000001,0.0
Annuity Mode,June,2026,531.61,444.92,46.76,20.16,6,444.92,-86.69,-0.16307067210925302,46.76,0.10509754562617998,304.0,914.0,0.0,36.75,444.92,17.62,10.009999999999998,0.0,2.539999999999999,0.0,1.0,10.009999999999998,0.0,2.539999999999999,0.0,79.84,610.0,0.5213171906060515,2.319444444444444,2.110000000000001,-0.42999999999999794,0.0
Arunachal Pradesh Package of Roads and Highways of SARDP-NE [Job No,April,2026,450.65,450.65,308.61,96.61,4,450.65,0.0,0.0,308.61,0.6848108288028404,1977.0,1095.0,912.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.3900000000000006,30.0,0.7088405225161375,3.1943898147189733,0.0,0.0,1.0
Arunachal Pradesh Package of Roads and Highways of SARDP-NE [Job No,May,2026,450.65,450.65,308.61,96.61,5,450.65,0.0,0.0,308.61,0.6848108288028404,2007.0,1095.0,973.0,308.61,450.65,96.61,0.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,61.0,3.3900000000000006,61.0,0.7088405225161375,3.1943898147189733,0.0,0.0,0.0
Arunachal Pradesh Package of Roads and Highways of SARDP-NE [Job No,June,2026,450.65,450.65,345.01,96.61,6,450.65,0.0,0.0,345.01,0.7655830467103073,2038.0,1095.0,973.0,308.61,450.65,96.61,36.39999999999998,0.0,0.0,0.0,1.0,36.39999999999998,0.0,0.0,0.0,3.3900000000000006,30.0,0.792447000010669,3.5711624055480797,0.0,0.0,1.0
Arunachal Pradesh on EPC Mode under SARDP-NE Pkg-7,April,2026,184.89,184.89,0.0,99.69,4,184.89,0.0,0.0,0.0,0.0,2008.0,547.0,1461.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3100000000000023,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh on EPC Mode under SARDP-NE Pkg-7,May,2026,184.89,184.89,0.0,99.69,5,184.89,0.0,0.0,0.0,0.0,2038.0,547.0,1461.0,0.0,184.89,99.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3100000000000023,-30.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh on EPC Mode under SARDP-NE Pkg-7,June,2026,184.89,184.89,0.0,99.69,6,184.89,0.0,0.0,0.0,0.0,2069.0,547.0,1461.0,0.0,184.89,99.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3100000000000023,-61.0,0.0,0.0,0.0,0.0,0.0
Assam on EPC Package-6,April,2026,625.64,625.64,0.0,0.0,4,625.64,0.0,0.0,0.0,0.0,1370.0,731.0,243.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,-396.0,0.0,0.0,0.0,0.0,0.0
BRO in the state of Uttarakhand under Bharatmala Pariyojna Phase-I on EPC Mode,April,2026,603.92,603.92,0.0,81.17,4,603.92,0.0,0.0,0.0,0.0,1582.0,730.0,913.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.83,61.0,0.0,0.0,0.0,0.0,0.0
BRO in the state of Uttarakhand under Bharatmala Pariyojna Phase-I on EPC Mode,May,2026,603.92,603.92,0.0,81.17,5,603.92,0.0,0.0,0.0,0.0,1612.0,730.0,913.0,0.0,603.92,81.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.83,31.0,0.0,0.0,0.0,0.0,1.0
BRO in the state of Uttarakhand under Bharatmala Pariyojna Phase-I on EPC Mode,June,2026,603.92,603.92,0.0,81.17,6,603.92,0.0,0.0,0.0,0.0,1643.0,730.0,943.0,0.0,603.92,81.17,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,30.0,18.83,30.0,0.0,0.0,0.0,0.0,0.0
BSNL,April,2026,645.13,645.13,377.59,92.1,4,645.13,0.0,0.0,377.59,0.5852928867050051,1066.0,458.0,669.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.900000000000006,61.0,0.6354971625461511,4.099782844733984,0.0,0.0,0.0
BSNL,May,2026,645.13,645.13,377.59,92.1,5,645.13,0.0,0.0,377.59,0.5852928867050051,1096.0,458.0,669.0,377.59,645.13,92.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.900000000000006,31.0,0.6354971625461511,4.099782844733984,0.0,0.0,0.0
BSNL,June,2026,645.13,645.13,407.15,92.1,6,645.13,0.0,0.0,407.15,0.6311131089857858,1127.0,458.0,669.0,377.59,645.13,92.1,29.560000000000002,0.0,0.0,0.0,1.0,29.560000000000002,0.0,0.0,0.0,7.900000000000006,0.0,0.6852476753374439,4.420738327904452,0.0,0.0,1.0
Balance Work,April,2026,353.9,353.9,0.0,17.91,4,353.9,0.0,0.0,0.0,0.0,304.0,913.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.09,609.0,0.0,0.0,0.0,0.0,0.0
Balance Work,May,2026,353.9,353.9,0.0,18.63,5,353.9,0.0,0.0,0.0,0.0,334.0,913.0,0.0,0.0,353.9,17.91,0.0,0.0,0.7199999999999989,0.0,1.0,0.0,0.0,0.7199999999999989,0.0,81.37,579.0,0.0,0.0,0.0,-0.7199999999999989,0.0
Balance Work,June,2026,353.9,353.9,0.0,19.55,6,353.9,0.0,0.0,0.0,0.0,365.0,913.0,0.0,0.0,353.9,18.63,0.0,0.0,0.9200000000000017,0.0,1.0,0.0,0.0,0.9200000000000017,0.0,80.45,548.0,0.0,0.0,0.7199999999999989,-0.20000000000000284,0.0
